Unnamed: 0,1H,1KH,1RH,2AH,2AKH,2ARH,2BH,2BKH,2BRH,3AH,3AKH,3ARH,3BH,3BKH,3BRH,GMH,GMKH,GMRH,SCH,SCKH,SCRH,STH,STKH,STRH
GG BSC NURSINGOVT,--,--,--,19414,--,--,--,--,--,--,--,--,--,--,--,1626,--,--,18150,--,--,--,--,--
GG BSC NURSINGOVT,108485,--,--,--,--,--,11774,--,--,--,--,--,--,--,--,0216,--,15289,02745,--,--,31465,--,--
GG BSC NURSINGOVT,--,--,--,10198,--,--,--,--,--,21625,--,--,--,--,--,0251,--,--,06715,--,20781,--,--,--
GG BSC NURSINGOVT,109302,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0463,--,--,09430,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,18107,--,--,11875,--,--,--,--,--,--,--,--,1535,--,--,--,19628,--,--,--,--
GG BSC NURSINGOVT,--,--,--,13544,--,--,--,--,--,--,--,--,18195,--,--,95004,--,--,--,--,--,--,54768,--
GG BSC NURSINGOVT,118076,--,--,21255,--,--,--,--,--,--,--,--,--,--,--,0273,--,--,--,--,26732,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1097,--,23131,29281,--,--,41319,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,20505,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,2967,--,--,--,--,--,--,--,--,--,--,--,0428,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,5198,--,--,--,--,--,--,--,--,--,--,--,3905,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,0742,--,--,--,--,--,--,--,--,05767,--,--,99285,--,99547,05613,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,11060,--,--,--,--,--,--,--,--,--,98718,--,--,--,--,--,05537,--,--
GG BSC NURSINGOVT,--,74342,--,--,--,--,--,--,14594,--,--,--,--,--,--,93217,--,--,--,--,25797,--,--,7228
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,68229,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,67150,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6820,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4323,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5976,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,73298,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,45214,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,71568,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,65230,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,29100,--,--,--,--,--,--,--,--,--,--,--,15102,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14980,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,50316,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,161691,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,181874,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,68616,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,57966,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,222338,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4599,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,45007,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,16657,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,66291,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6669,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,61109,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6512,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,68136,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,53921,2667,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,69960,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,41508,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,173246,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,10076,--,--,96893,--,--,--,--,--,--,--,--,--,--,112156,84069,--,96301,--,06207,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,35353,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,32304,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,73057,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,47829,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,31783,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,77000,--,--,11512,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,00689,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,74553,--,34898,--,--,--,--,--,--,--,--,--,--,--,26370,--,--,31267,--,--,36414,--,--
GG BSC NURSINGOVT,--,--,--,21024,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,43012,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,11945,--,--,--,18083,--,--,98287,--,--,90442,--,--,95109,14033,--,--,--,--
GG BSC NURSINGOVT,--,--,--,62546,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,33707,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,17133,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,49322,--,--,--,--,--,--,--,--,--,--,--,24430,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14707,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,66970,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2439,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0012,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1452,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,11490,--,--,--,--,--,--,--,--,1360,--,--,12414,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,30439,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15629,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16317,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,138632,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15592,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,18849,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7836
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,63543,--,--
GG BSC NURSINGOVT,--,--,--,02240,--,--,--,--,--,--,--,--,--,--,--,98213,--,98821,02606,--,--,07521,--,--
GG BSC NURSINGOVT,100669,--,--,--,--,--,11168,--,--,--,--,--,--,--,--,84190,--,--,09848,--,--,04816,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,63432,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,58988,--,71329,18935,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,17357,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,86846,--,--,--,--,97163,--,--,--,--,--,--,67382,--,--,88126,--,--,93976,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,12826,67172,--,--,47734,--,--,--,--,--,85156,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,44188,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4584,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,41537,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,94609,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,37515,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,24826,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3561,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,19611,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,00324,--,--,--,--,--,--,--,--,06592,--,--,90663,--,--,15512,--,--,--,--,--
GG BSC NURSINGGOVT,15933,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10354,--,--,--,--,--,--,31567,--
GG BSC NURSINGGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12056,--,--,13557,--,--,--,--,--
